,pert_id,cell_iname,pert_dose_num,pert_time_num
PCL001_A549_24H:BRD-K75295174:0.04,BRD-K75295174,A549,0.04,24.0
PCL001_A549_24H:BRD-K75295174:0.12,BRD-K75295174,A549,0.12,24.0
PCL001_A549_24H:BRD-K75295174:0.37,BRD-K75295174,A549,0.37,24.0
PCL001_A549_24H:BRD-K75295174:1.11,BRD-K75295174,A549,1.11,24.0
PCL001_A549_24H:BRD-K75295174:10,BRD-K75295174,A549,10.0,24.0
PCL001_A549_24H:BRD-K75295174:3.33,BRD-K75295174,A549,3.33,24.0
PCL001_A549_24H:BRD-K81418486:10,BRD-K81418486,A549,10.0,24.0
PCL001_A549_24H:BRD-K92428232:0.04,BRD-K92428232,A549,0.04,24.0
PCL001_A549_24H:BRD-K92428232:0.12,BRD-K92428232,A549,0.12,24.0
PCL001_A549_24H:BRD-K92428232:0.37,BRD-K92428232,A549,0.37,24.0
PCL001_A549_24H:BRD-K92428232:1.11,BRD-K92428232,A549,1.11,24.0
PCL001_A549_24H:BRD-K92428232:10,BRD-K92428232,A549,10.0,24.0
PCL001_A549_24H:BRD-K92428232:3.33,BRD-K92428232,A549,3.33,24.0
PCL001_MCF7_24H:BRD-K70301465:0.04,BRD-K70301465,MCF7,0.04,24.0
PCL001_MCF7_24H:BRD-K70301465:0.12,BRD-K70301465,MCF7,0.12,24.0
PCL001_MCF7_24H:BRD-K70301465:0.37,BRD-K70301465,MCF7,0.37,24.0
PCL001_MCF7_24H:BRD-K70301465:1.11,BRD-K70301465,MCF7,1.11,24.0
PCL001_MCF7_24H:BRD-K70301465:10,BRD-K70301465,MCF7,10.0,24.0
PCL001_MCF7_24H:BRD-K70301465:3.33,BRD-K70301465,MCF7,3.33,24.0
PCL001_MCF7_24H:BRD-K75295174:0.04,BRD-K75295174,MCF7,0.04,24.0
PCL001_MCF7_24H:BRD-K75295174:0.12,BRD-K75295174,MCF7,0.12,24.0
PCL001_MCF7_24H:BRD-K75295174:0.37,BRD-K75295174,MCF7,0.37,24.0
PCL001_MCF7_24H:BRD-K75295174:1.11,BRD-K75295174,MCF7,1.11,24.0
PCL001_MCF7_24H:BRD-K75295174:10,BRD-K75295174,MCF7,10.0,24.0
PCL001_MCF7_24H:BRD-K75295174:3.33,BRD-K75295174,MCF7,3.33,24.0
PCL001_MCF7_24H:BRD-K81418486:10,BRD-K81418486,MCF7,10.0,24.0
PCL001_MCF7_24H:BRD-K92428232:0.04,BRD-K92428232,MCF7,0.04,24.0
PCL001_MCF7_24H:BRD-K92428232:0.12,BRD-K92428232,MCF7,0.12,24.0
PCL001_MCF7_24H:BRD-K92428232:0.37,BRD-K92428232,MCF7,0.37,24.0
PCL001_MCF7_24H:BRD-K92428232:1.11,BRD-K92428232,MCF7,1.11,24.0
PCL001_MCF7_24H:BRD-K92428232:10,BRD-K92428232,MCF7,10.0,24.0
PCL001_MCF7_24H:BRD-K92428232:3.33,BRD-K92428232,MCF7,3.33,24.0
PCL001_PC3_24H:BRD-K70301465:0.04,BRD-K70301465,PC3,0.04,24.0
PCL001_PC3_24H:BRD-K70301465:0.12,BRD-K70301465,PC3,0.12,24.0
PCL001_PC3_24H:BRD-K70301465:0.37,BRD-K70301465,PC3,0.37,24.0
PCL001_PC3_24H:BRD-K70301465:1.11,BRD-K70301465,PC3,1.11,24.0
PCL001_PC3_24H:BRD-K70301465:10,BRD-K70301465,PC3,10.0,24.0
PCL001_PC3_24H:BRD-K70301465:3.33,BRD-K70301465,PC3,3.33,24.0
PCL001_PC3_24H:BRD-K75295174:0.04,BRD-K75295174,PC3,0.04,24.0
PCL001_PC3_24H:BRD-K75295174:0.12,BRD-K75295174,PC3,0.12,24.0
PCL001_PC3_24H:BRD-K75295174:0.37,BRD-K75295174,PC3,0.37,24.0
PCL001_PC3_24H:BRD-K75295174:1.11,BRD-K75295174,PC3,1.11,24.0
PCL001_PC3_24H:BRD-K75295174:10,BRD-K75295174,PC3,10.0,24.0
PCL001_PC3_24H:BRD-K75295174:3.33,BRD-K75295174,PC3,3.33,24.0
PCL001_PC3_24H:BRD-K81418486:10,BRD-K81418486,PC3,10.0,24.0
PCL001_PC3_24H:BRD-K92428232:0.04,BRD-K92428232,PC3,0.04,24.0
PCL001_PC3_24H:BRD-K92428232:0.12,BRD-K92428232,PC3,0.12,24.0
PCL001_PC3_24H:BRD-K92428232:0.37,BRD-K92428232,PC3,0.37,24.0
PCL001_PC3_24H:BRD-K92428232:1.11,BRD-K92428232,PC3,1.11,24.0
PCL001_PC3_24H:BRD-K92428232:10,BRD-K92428232,PC3,10.0,24.0
PCL001_PC3_24H:BRD-K92428232:3.33,BRD-K92428232,PC3,3.33,24.0
PCLB002_A549_24H:BRD-K68488863:0.04,BRD-K68488863,A549,0.04,24.0
PCLB002_A549_24H:BRD-K68488863:0.12,BRD-K68488863,A549,0.12,24.0
PCLB002_A549_24H:BRD-K68488863:0.37,BRD-K68488863,A549,0.37,24.0
PCLB002_A549_24H:BRD-K68488863:1.11,BRD-K68488863,A549,1.11,24.0
PCLB002_A549_24H:BRD-K68488863:10,BRD-K68488863,A549,10.0,24.0
PCLB002_A549_24H:BRD-K68488863:3.33,BRD-K68488863,A549,3.33,24.0
PCLB002_A549_24H:BRD-K81418486:0.04,BRD-K81418486,A549,0.04,24.0
PCLB002_A549_24H:BRD-K81418486:0.12,BRD-K81418486,A549,0.12,24.0
PCLB002_A549_24H:BRD-K81418486:0.37,BRD-K81418486,A549,0.37,24.0
PCLB002_A549_24H:BRD-K81418486:1.11,BRD-K81418486,A549,1.11,24.0
PCLB002_A549_24H:BRD-K81418486:10,BRD-K81418486,A549,10.0,24.0
PCLB002_A549_24H:BRD-K81418486:3.33,BRD-K81418486,A549,3.33,24.0
PCLB002_MCF7_24H:BRD-K68488863:0.04,BRD-K68488863,MCF7,0.04,24.0
PCLB002_MCF7_24H:BRD-K68488863:0.12,BRD-K68488863,MCF7,0.12,24.0
PCLB002_MCF7_24H:BRD-K68488863:0.37,BRD-K68488863,MCF7,0.37,24.0
PCLB002_MCF7_24H:BRD-K68488863:1.11,BRD-K68488863,MCF7,1.11,24.0
PCLB002_MCF7_24H:BRD-K68488863:10,BRD-K68488863,MCF7,10.0,24.0
PCLB002_MCF7_24H:BRD-K68488863:3.33,BRD-K68488863,MCF7,3.33,24.0
PCLB002_MCF7_24H:BRD-K81418486:0.04,BRD-K81418486,MCF7,0.04,24.0
PCLB002_MCF7_24H:BRD-K81418486:0.12,BRD-K81418486,MCF7,0.12,24.0
PCLB002_MCF7_24H:BRD-K81418486:0.37,BRD-K81418486,MCF7,0.37,24.0
PCLB002_MCF7_24H:BRD-K81418486:1.11,BRD-K81418486,MCF7,1.11,24.0
PCLB002_MCF7_24H:BRD-K81418486:10,BRD-K81418486,MCF7,10.0,24.0
PCLB002_MCF7_24H:BRD-K81418486:3.33,BRD-K81418486,MCF7,3.33,24.0
PCLB002_PC3_24H:BRD-K68488863:0.04,BRD-K68488863,PC3,0.04,24.0
PCLB002_PC3_24H:BRD-K68488863:0.12,BRD-K68488863,PC3,0.12,24.0
PCLB002_PC3_24H:BRD-K68488863:0.37,BRD-K68488863,PC3,0.37,24.0
PCLB002_PC3_24H:BRD-K68488863:1.11,BRD-K68488863,PC3,1.11,24.0
PCLB002_PC3_24H:BRD-K68488863:10,BRD-K68488863,PC3,10.0,24.0
PCLB002_PC3_24H:BRD-K68488863:3.33,BRD-K68488863,PC3,3.33,24.0
PCLB002_PC3_24H:BRD-K81418486:0.04,BRD-K81418486,PC3,0.04,24.0
PCLB002_PC3_24H:BRD-K81418486:0.12,BRD-K81418486,PC3,0.12,24.0
PCLB002_PC3_24H:BRD-K81418486:0.37,BRD-K81418486,PC3,0.37,24.0
PCLB002_PC3_24H:BRD-K81418486:1.11,BRD-K81418486,PC3,1.11,24.0
PCLB002_PC3_24H:BRD-K81418486:10,BRD-K81418486,PC3,10.0,24.0
PCLB002_PC3_24H:BRD-K81418486:3.33,BRD-K81418486,PC3,3.33,24.0
PCLB003_A549_24H:BRD-K24576554-001-01-4:0.04,BRD-K24576554,A549,0.04,24.0
PCLB003_A549_24H:BRD-K24576554-001-01-4:0.12,BRD-K24576554,A549,0.12,24.0
PCLB003_A549_24H:BRD-K24576554-001-01-4:0.37,BRD-K24576554,A549,0.37,24.0
PCLB003_A549_24H:BRD-K24576554-001-01-4:1.11,BRD-K24576554,A549,1.11,24.0
PCLB003_A549_24H:BRD-K24576554-001-01-4:10,BRD-K24576554,A549,10.0,24.0
PCLB003_A549_24H:BRD-K24576554-001-01-4:3.33,BRD-K24576554,A549,3.33,24.0
PCLB003_A549_24H:BRD-K53665955-001-01-4:0.04,BRD-K53665955,A549,0.04,24.0
PCLB003_A549_24H:BRD-K53665955-001-01-4:0.12,BRD-K53665955,A549,0.12,24.0
PCLB003_A549_24H:BRD-K53665955-001-01-4:0.37,BRD-K53665955,A549,0.37,24.0
PCLB003_A549_24H:BRD-K53665955-001-01-4:1.11,BRD-K53665955,A549,1.11,24.0
PCLB003_A549_24H:BRD-K53665955-001-01-4:10,BRD-K53665955,A549,10.0,24.0
PCLB003_A549_24H:BRD-K53665955-001-01-4:3.33,BRD-K53665955,A549,3.33,24.0
PCLB003_A549_24H:BRD-K75295174-001-01-9:0.04,BRD-K75295174,A549,0.04,24.0
PCLB003_A549_24H:BRD-K75295174-001-01-9:0.12,BRD-K75295174,A549,0.12,24.0
PCLB003_A549_24H:BRD-K75295174-001-01-9:0.37,BRD-K75295174,A549,0.37,24.0
PCLB003_A549_24H:BRD-K75295174-001-01-9:1.11,BRD-K75295174,A549,1.11,24.0
PCLB003_A549_24H:BRD-K75295174-001-01-9:10,BRD-K75295174,A549,10.0,24.0
PCLB003_A549_24H:BRD-K75295174-001-01-9:3.33,BRD-K75295174,A549,3.33,24.0
PCLB003_MCF7_24H:BRD-K24576554-001-01-4:0.04,BRD-K24576554,MCF7,0.04,24.0
PCLB003_MCF7_24H:BRD-K24576554-001-01-4:0.12,BRD-K24576554,MCF7,0.12,24.0
PCLB003_MCF7_24H:BRD-K24576554-001-01-4:0.37,BRD-K24576554,MCF7,0.37,24.0
PCLB003_MCF7_24H:BRD-K24576554-001-01-4:1.11,BRD-K24576554,MCF7,1.11,24.0
PCLB003_MCF7_24H:BRD-K24576554-001-01-4:10,BRD-K24576554,MCF7,10.0,24.0
PCLB003_MCF7_24H:BRD-K24576554-001-01-4:3.33,BRD-K24576554,MCF7,3.33,24.0
PCLB003_MCF7_24H:BRD-K53665955-001-01-4:0.04,BRD-K53665955,MCF7,0.04,24.0
PCLB003_MCF7_24H:BRD-K53665955-001-01-4:0.12,BRD-K53665955,MCF7,0.12,24.0
PCLB003_MCF7_24H:BRD-K53665955-001-01-4:0.37,BRD-K53665955,MCF7,0.37,24.0
PCLB003_MCF7_24H:BRD-K53665955-001-01-4:1.11,BRD-K53665955,MCF7,1.11,24.0
PCLB003_MCF7_24H:BRD-K53665955-001-01-4:10,BRD-K53665955,MCF7,10.0,24.0
PCLB003_MCF7_24H:BRD-K53665955-001-01-4:3.33,BRD-K53665955,MCF7,3.33,24.0
PCLB003_MCF7_24H:BRD-K75295174-001-01-9:0.04,BRD-K75295174,MCF7,0.04,24.0
PCLB003_MCF7_24H:BRD-K75295174-001-01-9:0.12,BRD-K75295174,MCF7,0.12,24.0
PCLB003_MCF7_24H:BRD-K75295174-001-01-9:0.37,BRD-K75295174,MCF7,0.37,24.0
PCLB003_MCF7_24H:BRD-K75295174-001-01-9:1.11,BRD-K75295174,MCF7,1.11,24.0
PCLB003_MCF7_24H:BRD-K75295174-001-01-9:10,BRD-K75295174,MCF7,10.0,24.0
PCLB003_MCF7_24H:BRD-K75295174-001-01-9:3.33,BRD-K75295174,MCF7,3.33,24.0
PCLB003_PC3_24H:BRD-K24576554-001-01-4:0.04,BRD-K24576554,PC3,0.04,24.0
PCLB003_PC3_24H:BRD-K24576554-001-01-4:0.12,BRD-K24576554,PC3,0.12,24.0
PCLB003_PC3_24H:BRD-K24576554-001-01-4:0.37,BRD-K24576554,PC3,0.37,24.0
PCLB003_PC3_24H:BRD-K24576554-001-01-4:1.11,BRD-K24576554,PC3,1.11,24.0
PCLB003_PC3_24H:BRD-K24576554-001-01-4:10,BRD-K24576554,PC3,10.0,24.0
PCLB003_PC3_24H:BRD-K24576554-001-01-4:3.33,BRD-K24576554,PC3,3.33,24.0
PCLB003_PC3_24H:BRD-K53665955-001-01-4:0.04,BRD-K53665955,PC3,0.04,24.0
PCLB003_PC3_24H:BRD-K53665955-001-01-4:0.12,BRD-K53665955,PC3,0.12,24.0
PCLB003_PC3_24H:BRD-K53665955-001-01-4:0.37,BRD-K53665955,PC3,0.37,24.0
PCLB003_PC3_24H:BRD-K53665955-001-01-4:1.11,BRD-K53665955,PC3,1.11,24.0
PCLB003_PC3_24H:BRD-K53665955-001-01-4:10,BRD-K53665955,PC3,10.0,24.0
PCLB003_PC3_24H:BRD-K53665955-001-01-4:3.33,BRD-K53665955,PC3,3.33,24.0
PCLB003_PC3_24H:BRD-K75295174-001-01-9:0.04,BRD-K75295174,PC3,0.04,24.0
PCLB003_PC3_24H:BRD-K75295174-001-01-9:0.12,BRD-K75295174,PC3,0.12,24.0
PCLB003_PC3_24H:BRD-K75295174-001-01-9:0.37,BRD-K75295174,PC3,0.37,24.0
PCLB003_PC3_24H:BRD-K75295174-001-01-9:1.11,BRD-K75295174,PC3,1.11,24.0
PCLB003_PC3_24H:BRD-K75295174-001-01-9:10,BRD-K75295174,PC3,10.0,24.0
PCLB003_PC3_24H:BRD-K75295174-001-01-9:3.33,BRD-K75295174,PC3,3.33,24.0
POL001_MCF7_24H:G13,BRD-A13084692,MCF7,10.0,24.0
POL001_MCF7_24H:G14,BRD-A13084692,MCF7,3.33333,24.0
POL001_MCF7_24H:G15,BRD-A13084692,MCF7,1.11111,24.0
POL001_MCF7_24H:G16,BRD-A13084692,MCF7,0.37037,24.0
POL001_MCF7_24H:G17,BRD-A13084692,MCF7,0.123457,24.0
POL001_MCF7_24H:G18,BRD-A13084692,MCF7,0.0411523,24.0
POL001_MCF7_24H:J01,BRD-K87909389,MCF7,10.0,24.0
POL001_MCF7_24H:J02,BRD-K87909389,MCF7,3.33333,24.0
POL001_MCF7_24H:J03,BRD-K87909389,MCF7,1.11111,24.0
POL001_MCF7_24H:J04,BRD-K87909389,MCF7,0.37037,24.0
POL001_MCF7_24H:J05,BRD-K87909389,MCF7,0.123457,24.0
POL001_MCF7_24H:J06,BRD-K87909389,MCF7,0.0411523,24.0
POL001_MCF7_24H:N01,BRD-A68009927,MCF7,10.0,24.0
POL001_MCF7_24H:N02,BRD-A68009927,MCF7,3.33333,24.0
POL001_MCF7_24H:N03,BRD-A68009927,MCF7,1.11111,24.0
POL001_MCF7_24H:N04,BRD-A68009927,MCF7,0.37037,24.0
POL001_MCF7_24H:N05,BRD-A68009927,MCF7,0.123457,24.0
POL001_MCF7_24H:N06,BRD-A68009927,MCF7,0.0411523,24.0
POL001_MCF7_24H:O01,BRD-K81418486,MCF7,10.0,24.0
POL001_MCF7_24H:O02,BRD-K81418486,MCF7,3.33333,24.0
POL001_MCF7_24H:O03,BRD-K81418486,MCF7,1.11111,24.0
POL001_MCF7_24H:O04,BRD-K81418486,MCF7,0.37037,24.0
POL001_MCF7_24H:O05,BRD-K81418486,MCF7,0.123457,24.0
POL001_MCF7_24H:O06,BRD-K81418486,MCF7,0.0411523,24.0
POL001_PC3_24H:G13,BRD-A13084692,PC3,10.0,24.0
POL001_PC3_24H:G14,BRD-A13084692,PC3,3.33333,24.0
POL001_PC3_24H:G15,BRD-A13084692,PC3,1.11111,24.0
POL001_PC3_24H:G16,BRD-A13084692,PC3,0.37037,24.0
POL001_PC3_24H:G17,BRD-A13084692,PC3,0.123457,24.0
POL001_PC3_24H:G18,BRD-A13084692,PC3,0.0411523,24.0
POL001_PC3_24H:J01,BRD-K87909389,PC3,10.0,24.0
POL001_PC3_24H:J02,BRD-K87909389,PC3,3.33333,24.0
POL001_PC3_24H:J03,BRD-K87909389,PC3,1.11111,24.0
POL001_PC3_24H:J04,BRD-K87909389,PC3,0.37037,24.0
POL001_PC3_24H:J05,BRD-K87909389,PC3,0.123457,24.0
POL001_PC3_24H:J06,BRD-K87909389,PC3,0.0411523,24.0
POL001_PC3_24H:N01,BRD-A68009927,PC3,10.0,24.0
POL001_PC3_24H:N02,BRD-A68009927,PC3,3.33333,24.0
POL001_PC3_24H:N03,BRD-A68009927,PC3,1.11111,24.0
POL001_PC3_24H:N04,BRD-A68009927,PC3,0.37037,24.0
POL001_PC3_24H:N05,BRD-A68009927,PC3,0.123457,24.0
POL001_PC3_24H:N06,BRD-A68009927,PC3,0.0411523,24.0
POL001_PC3_24H:O01,BRD-K81418486,PC3,10.0,24.0
POL001_PC3_24H:O02,BRD-K81418486,PC3,3.33333,24.0
POL001_PC3_24H:O03,BRD-K81418486,PC3,1.11111,24.0
POL001_PC3_24H:O04,BRD-K81418486,PC3,0.37037,24.0
POL001_PC3_24H:O05,BRD-K81418486,PC3,0.123457,24.0
POL001_PC3_24H:O06,BRD-K81418486,PC3,0.0411523,24.0
PRISM001_MCF7_24H:BRD-K36740062-001-02-5:0.156,BRD-K36740062,MCF7,0.156,24.0
PRISM001_MCF7_24H:BRD-K36740062-001-02-5:0.312,BRD-K36740062,MCF7,0.312,24.0
PRISM001_MCF7_24H:BRD-K36740062-001-02-5:0.625,BRD-K36740062,MCF7,0.625,24.0
PRISM001_MCF7_24H:BRD-K36740062-001-02-5:1.25,BRD-K36740062,MCF7,1.25,24.0
PRISM001_MCF7_24H:BRD-K36740062-001-02-5:10,BRD-K36740062,MCF7,10.0,24.0
PRISM001_MCF7_24H:BRD-K36740062-001-02-5:2.5,BRD-K36740062,MCF7,2.5,24.0
PRISM001_MCF7_24H:BRD-K36740062-001-02-5:5,BRD-K36740062,MCF7,5.0,24.0
PRISM001_MCF7_24H:BRD-K81418486:10,BRD-K81418486,MCF7,10.0,24.0
PRISM001_MCF7_24H:BRD-K83963101-001-01-0:0.156,BRD-K83963101,MCF7,0.156,24.0
PRISM001_MCF7_24H:BRD-K83963101-001-01-0:0.312,BRD-K83963101,MCF7,0.312,24.0
PRISM001_MCF7_24H:BRD-K83963101-001-01-0:0.625,BRD-K83963101,MCF7,0.625,24.0
PRISM001_MCF7_24H:BRD-K83963101-001-01-0:1.25,BRD-K83963101,MCF7,1.25,24.0
PRISM001_MCF7_24H:BRD-K83963101-001-01-0:10,BRD-K83963101,MCF7,10.0,24.0
PRISM001_MCF7_24H:BRD-K83963101-001-01-0:2.5,BRD-K83963101,MCF7,2.5,24.0
PRISM001_MCF7_24H:BRD-K83963101-001-01-0:5,BRD-K83963101,MCF7,5.0,24.0
PRISM001_PC3_24H:BRD-K36740062-001-02-5:0.156,BRD-K36740062,PC3,0.156,24.0
PRISM001_PC3_24H:BRD-K36740062-001-02-5:0.312,BRD-K36740062,PC3,0.312,24.0
PRISM001_PC3_24H:BRD-K36740062-001-02-5:0.625,BRD-K36740062,PC3,0.625,24.0
PRISM001_PC3_24H:BRD-K36740062-001-02-5:1.25,BRD-K36740062,PC3,1.25,24.0
PRISM001_PC3_24H:BRD-K36740062-001-02-5:10,BRD-K36740062,PC3,10.0,24.0
PRISM001_PC3_24H:BRD-K36740062-001-02-5:2.5,BRD-K36740062,PC3,2.5,24.0
PRISM001_PC3_24H:BRD-K36740062-001-02-5:5,BRD-K36740062,PC3,5.0,24.0
PRISM001_PC3_24H:BRD-K81418486:10,BRD-K81418486,PC3,10.0,24.0
PRISM001_PC3_24H:BRD-K83963101-001-01-0:0.156,BRD-K83963101,PC3,0.156,24.0
PRISM001_PC3_24H:BRD-K83963101-001-01-0:0.312,BRD-K83963101,PC3,0.312,24.0
PRISM001_PC3_24H:BRD-K83963101-001-01-0:0.625,BRD-K83963101,PC3,0.625,24.0
PRISM001_PC3_24H:BRD-K83963101-001-01-0:1.25,BRD-K83963101,PC3,1.25,24.0
PRISM001_PC3_24H:BRD-K83963101-001-01-0:10,BRD-K83963101,PC3,10.0,24.0
PRISM001_PC3_24H:BRD-K83963101-001-01-0:2.5,BRD-K83963101,PC3,2.5,24.0
PRISM001_PC3_24H:BRD-K83963101-001-01-0:5,BRD-K83963101,PC3,5.0,24.0
RAD001_MCF7_24H:BRD-K64052750-001-04-3:0.0015,BRD-K64052750,MCF7,0.0015,24.0
RAD001_MCF7_24H:BRD-K64052750-001-04-3:0.0046,BRD-K64052750,MCF7,0.0046,24.0
RAD001_MCF7_24H:BRD-K64052750-001-04-3:0.0137,BRD-K64052750,MCF7,0.0137,24.0
RAD001_MCF7_24H:BRD-K64052750-001-04-3:0.0412,BRD-K64052750,MCF7,0.0412,24.0
RAD001_MCF7_24H:BRD-K64052750-001-04-3:0.1235,BRD-K64052750,MCF7,0.1235,24.0
RAD001_MCF7_24H:BRD-K64052750-001-04-3:0.3704,BRD-K64052750,MCF7,0.3704,24.0
RAD001_MCF7_24H:BRD-K64052750-001-04-3:1.1111,BRD-K64052750,MCF7,1.1111,24.0
RAD001_MCF7_24H:BRD-K64052750-001-04-3:10,BRD-K64052750,MCF7,10.0,24.0
RAD001_MCF7_24H:BRD-K64052750-001-04-3:3.3333,BRD-K64052750,MCF7,3.3333,24.0
RAD001_MCF7_24H:BRD-K81418486-001-18-6:0.0015,BRD-K81418486,MCF7,0.0015,24.0
RAD001_MCF7_24H:BRD-K81418486-001-18-6:0.0046,BRD-K81418486,MCF7,0.0046,24.0
RAD001_MCF7_24H:BRD-K81418486-001-18-6:0.0137,BRD-K81418486,MCF7,0.0137,24.0
RAD001_MCF7_24H:BRD-K81418486-001-18-6:0.0412,BRD-K81418486,MCF7,0.0412,24.0
RAD001_MCF7_24H:BRD-K81418486-001-18-6:0.1235,BRD-K81418486,MCF7,0.1235,24.0
RAD001_MCF7_24H:BRD-K81418486-001-18-6:0.3704,BRD-K81418486,MCF7,0.3704,24.0
RAD001_MCF7_24H:BRD-K81418486-001-18-6:1.1111,BRD-K81418486,MCF7,1.1111,24.0
RAD001_MCF7_24H:BRD-K81418486-001-18-6:10,BRD-K81418486,MCF7,10.0,24.0
RAD001_MCF7_24H:BRD-K81418486-001-18-6:3.3333,BRD-K81418486,MCF7,3.3333,24.0
RAD001_MCF7_24H:BRD-K81418486:10,BRD-K81418486,MCF7,10.0,24.0
RAD001_PC3_24H:BRD-K64052750-001-04-3:0.0015,BRD-K64052750,PC3,0.0015,24.0
RAD001_PC3_24H:BRD-K64052750-001-04-3:0.0046,BRD-K64052750,PC3,0.0046,24.0
RAD001_PC3_24H:BRD-K64052750-001-04-3:0.0137,BRD-K64052750,PC3,0.0137,24.0
RAD001_PC3_24H:BRD-K64052750-001-04-3:0.0412,BRD-K64052750,PC3,0.0412,24.0
RAD001_PC3_24H:BRD-K64052750-001-04-3:0.1235,BRD-K64052750,PC3,0.1235,24.0
RAD001_PC3_24H:BRD-K64052750-001-04-3:0.3704,BRD-K64052750,PC3,0.3704,24.0
RAD001_PC3_24H:BRD-K64052750-001-04-3:1.1111,BRD-K64052750,PC3,1.1111,24.0
RAD001_PC3_24H:BRD-K64052750-001-04-3:10,BRD-K64052750,PC3,10.0,24.0
RAD001_PC3_24H:BRD-K64052750-001-04-3:3.3333,BRD-K64052750,PC3,3.3333,24.0
RAD001_PC3_24H:BRD-K81418486-001-18-6:0.0015,BRD-K81418486,PC3,0.0015,24.0
RAD001_PC3_24H:BRD-K81418486-001-18-6:0.0046,BRD-K81418486,PC3,0.0046,24.0
RAD001_PC3_24H:BRD-K81418486-001-18-6:0.0137,BRD-K81418486,PC3,0.0137,24.0
RAD001_PC3_24H:BRD-K81418486-001-18-6:0.0412,BRD-K81418486,PC3,0.0412,24.0
RAD001_PC3_24H:BRD-K81418486-001-18-6:0.1235,BRD-K81418486,PC3,0.1235,24.0
RAD001_PC3_24H:BRD-K81418486-001-18-6:0.3704,BRD-K81418486,PC3,0.3704,24.0
RAD001_PC3_24H:BRD-K81418486-001-18-6:1.1111,BRD-K81418486,PC3,1.1111,24.0
RAD001_PC3_24H:BRD-K81418486-001-18-6:10,BRD-K81418486,PC3,10.0,24.0
RAD001_PC3_24H:BRD-K81418486-001-18-6:3.3333,BRD-K81418486,PC3,3.3333,24.0
RAD001_PC3_24H:BRD-K81418486:10,BRD-K81418486,PC3,10.0,24.0
REP.A001_A549_24H:O13,BRD-K30421593,A549,10.0,24.0
REP.A001_A549_24H:O14,BRD-K30421593,A549,3.33333,24.0
REP.A001_A549_24H:O15,BRD-K30421593,A549,1.11111,24.0
REP.A001_A549_24H:O16,BRD-K30421593,A549,0.37037,24.0
REP.A001_A549_24H:O17,BRD-K30421593,A549,0.123457,24.0
REP.A001_A549_24H:O18,BRD-K30421593,A549,0.0411523,24.0
REP.A001_MCF7_24H:O13,BRD-K30421593,MCF7,10.0,24.0
REP.A001_MCF7_24H:O14,BRD-K30421593,MCF7,3.33333,24.0
REP.A001_MCF7_24H:O15,BRD-K30421593,MCF7,1.11111,24.0
REP.A001_MCF7_24H:O16,BRD-K30421593,MCF7,0.37037,24.0
REP.A001_MCF7_24H:O17,BRD-K30421593,MCF7,0.123457,24.0
REP.A001_MCF7_24H:O18,BRD-K30421593,MCF7,0.0411523,24.0
REP.A001_PC3_24H:O13,BRD-K30421593,PC3,10.0,24.0
REP.A001_PC3_24H:O14,BRD-K30421593,PC3,3.33333,24.0
REP.A001_PC3_24H:O15,BRD-K30421593,PC3,1.11111,24.0
REP.A001_PC3_24H:O16,BRD-K30421593,PC3,0.37037,24.0
REP.A001_PC3_24H:O17,BRD-K30421593,PC3,0.123457,24.0
REP.A001_PC3_24H:O18,BRD-K30421593,PC3,0.0411523,24.0
REP.A002_A549_24H:F19,BRD-K16730910,A549,10.0,24.0
REP.A002_A549_24H:F20,BRD-K16730910,A549,3.33333,24.0
REP.A002_A549_24H:F21,BRD-K16730910,A549,1.11111,24.0
REP.A002_A549_24H:F22,BRD-K16730910,A549,0.37037,24.0
REP.A002_A549_24H:F23,BRD-K16730910,A549,0.123457,24.0
REP.A002_A549_24H:F24,BRD-K16730910,A549,0.0411523,24.0
REP.A002_A549_24H:N19,BRD-K99964838,A549,10.0,24.0
REP.A002_A549_24H:N20,BRD-K99964838,A549,3.33333,24.0
REP.A002_A549_24H:N21,BRD-K99964838,A549,1.11111,24.0
REP.A002_A549_24H:N22,BRD-K99964838,A549,0.37037,24.0
REP.A002_A549_24H:N23,BRD-K99964838,A549,0.123457,24.0
REP.A002_A549_24H:N24,BRD-K99964838,A549,0.0411523,24.0
REP.A002_MCF7_24H:F19,BRD-K16730910,MCF7,10.0,24.0
REP.A002_MCF7_24H:F20,BRD-K16730910,MCF7,3.33333,24.0
REP.A002_MCF7_24H:F21,BRD-K16730910,MCF7,1.11111,24.0
REP.A002_MCF7_24H:F22,BRD-K16730910,MCF7,0.37037,24.0
REP.A002_MCF7_24H:F23,BRD-K16730910,MCF7,0.123457,24.0
REP.A002_MCF7_24H:F24,BRD-K16730910,MCF7,0.0411523,24.0
REP.A002_MCF7_24H:N19,BRD-K99964838,MCF7,10.0,24.0
REP.A002_MCF7_24H:N20,BRD-K99964838,MCF7,3.33333,24.0
REP.A002_MCF7_24H:N21,BRD-K99964838,MCF7,1.11111,24.0
REP.A002_MCF7_24H:N22,BRD-K99964838,MCF7,0.37037,24.0
REP.A002_MCF7_24H:N23,BRD-K99964838,MCF7,0.123457,24.0
REP.A002_MCF7_24H:N24,BRD-K99964838,MCF7,0.0411523,24.0
REP.A002_PC3_24H:F19,BRD-K16730910,PC3,10.0,24.0
REP.A002_PC3_24H:F20,BRD-K16730910,PC3,3.33333,24.0
